
################################################################################
user-based = 1 ( ~ user-based)
################################################################################

K = 50, lam = .1, learning_rate = 0.75, max_iter = 300, user_based = 1

iter = 10 , loss = 34.36608230272306 , RMSE train = 1.7757872327370938
iter = 200 , loss = 0.692007171880967 , RMSE train = 1.1764311252680122
iter = 210 , loss = 0.6920006347336033 , RMSE train = 1.1764311252680342
iter = 220 , loss = 0.691997636492963 , RMSE train = 1.1764311252680393
iter = 230 , loss = 0.6919962613494658 , RMSE train = 1.1764311252680413
iter = 240 , loss = 0.6919956306348247 , RMSE train = 1.1764311252680413
iter = 250 , loss = 0.6919953413529633 , RMSE train = 1.1764311252680415
iter = 260 , loss = 0.6919952086706803 , RMSE train = 1.1764311252680415
iter = 270 , loss = 0.691995147814015 , RMSE train = 1.1764311252680415
iter = 280 , loss = 0.6919951199009906 , RMSE train = 1.1764311252680415
iter = 290 , loss = 0.691995107098065 , RMSE train = 1.1764311252680415
iter = 300 , loss = 0.6919951012256711 , RMSE train = 1.1764311252680415

User-based MF, RMSE = 3.0241458900339366

################################################################################

K = 100, lam = .1, learning_rate = 0.75, max_iter = 300, user_based = 0



################################################################################

K = 50, lam = .1, learning_rate = 0.75, max_iter = 300, user_based = 0

