
################################################################################
user-based = 1 ( ~ user-based)
################################################################################

K = 50, lam = .1, learning_rate = 0.75, max_iter = 250, user_based = 1

iter = 10 , loss = 34.59959232816226 , RMSE train = 1.8484444690414559
iter = 180 , loss = 12.443091995433141 , RMSE train = 1.2165769264226525
iter = 190 , loss = 11.318336460774361 , RMSE train = 1.2118745915093256
iter = 200 , loss = 10.302498360880795 , RMSE train = 1.208734048724726
iter = 210 , loss = 9.384708716251744 , RMSE train = 1.2066419981463017
iter = 220 , loss = 8.55528837816703 , RMSE train = 1.2052523742785242
iter = 230 , loss = 7.805584397000103 , RMSE train = 1.2043317494462078
iter = 240 , loss = 7.127838552749863 , RMSE train = 1.2037241002692847
iter = 250 , loss = 6.515079499717344 , RMSE train = 1.203324652705948

User-based MF, RMSE = 1.2717255577006792

################################################################################

K = 100, lam = .5, learning_rate = 0.75, max_iter = 200, user_based = 1

iter = 10 , loss = 5.323272635053275 , RMSE train = 1.2026397107622413
iter = 20 , loss = 0.7650073769020023 , RMSE train = 1.2026384701113564
iter = 30 , loss = 0.7235501577498654 , RMSE train = 1.2026384701787374
iter = 40 , loss = 0.7231731057309589 , RMSE train = 1.2026384701787625
iter = 50 , loss = 0.7231696764524544 , RMSE train = 1.2026384701787622
iter = 60 , loss = 0.7231696452632262 , RMSE train = 1.2026384701787622
iter = 70 , loss = 0.7231696449795605 , RMSE train = 1.2026384701787622
iter = 80 , loss = 0.7231696449769806 , RMSE train = 1.2026384701787622
iter = 90 , loss = 0.7231696449769571 , RMSE train = 1.2026384701787622
iter = 100 , loss = 0.7231696449769569 , RMSE train = 1.2026384701787622
iter = 110 , loss = 0.7231696449769569 , RMSE train = 1.2026384701787622
iter = 120 , loss = 0.7231696449769569 , RMSE train = 1.2026384701787622
iter = 130 , loss = 0.7231696449769569 , RMSE train = 1.2026384701787622
iter = 140 , loss = 0.7231696449769569 , RMSE train = 1.2026384701787622
iter = 150 , loss = 0.7231696449769569 , RMSE train = 1.2026384701787622
iter = 160 , loss = 0.7231696449769569 , RMSE train = 1.2026384701787622
iter = 170 , loss = 0.7231696449769569 , RMSE train = 1.2026384701787622
iter = 180 , loss = 0.7231696449769569 , RMSE train = 1.2026384701787622
iter = 190 , loss = 0.7231696449769569 , RMSE train = 1.2026384701787622
iter = 200 , loss = 0.7231696449769569 , RMSE train = 1.2026384701787622

User-based MF, RMSE = 1.2711385912088924

User-based MF, RMSE = 1.2716616419011457

################################################################################

K = 100, lam = .1, learning_rate = 0.1, max_iter = 250, user_based = 1

iter = 10 , loss = 125.3079220033126 , RMSE train = 4.0919588801324975
iter = 20 , loss = 105.4981202701451 , RMSE train = 3.8755459619143124
iter = 30 , loss = 90.22814080489452 , RMSE train = 3.624228154170632
iter = 40 , loss = 78.17349289016941 , RMSE train = 3.3423753407946326
iter = 50 , loss = 68.43788482783368 , RMSE train = 3.0384139829074486
iter = 60 , loss = 60.409279548778215 , RMSE train = 2.7282351643608487
iter = 70 , loss = 53.66530126838782 , RMSE train = 2.432660087658005
iter = 80 , loss = 47.910789673607006 , RMSE train = 2.167868916678892
iter = 90 , loss = 42.936411159093375 , RMSE train = 1.9414094690330699
iter = 100 , loss = 38.59112491002515 , RMSE train = 1.7539537675535901
iter = 110 , loss = 34.76379920830728 , RMSE train = 1.6033316465586778
iter = 120 , loss = 31.37089025081324 , RMSE train = 1.4868876821250607
iter = 130 , loss = 28.348149154080705 , RMSE train = 1.4004239719087401
iter = 140 , loss = 25.64501257292313 , RMSE train = 1.338427222525325
iter = 150 , loss = 23.220785870814375 , RMSE train = 1.2949992337608298
iter = 160 , loss = 21.042026964081646 , RMSE train = 1.265039510518449
iter = 170 , loss = 19.080736881393946 , RMSE train = 1.2445796946304402
iter = 180 , loss = 17.31309431057185 , RMSE train = 1.2307098721600302
iter = 190 , loss = 15.718558586130502 , RMSE train = 1.2213573642562472
iter = 200 , loss = 14.279223586213735 , RMSE train = 1.215071930936347
iter = 210 , loss = 12.979343672219155 , RMSE train = 1.2108642711835387
iter = 220 , loss = 11.804978609084703 , RMSE train = 1.2080558229534344
iter = 230 , loss = 10.743721650253354 , RMSE train = 1.2061862423446554
iter = 240 , loss = 9.784486514356622 , RMSE train = 1.2049451638681186
iter = 250 , loss = 8.917336719276829 , RMSE train = 1.2041239726233668

User-based MF, RMSE = 1.273615164226517

################################################################################
user-based = 0 ( ~ item-based)
################################################################################

K = 50, lam = .5, learning_rate = 0.75, max_iter = 250, user_based = 0

iter = 10 , loss = 3.9530364555861333 , RMSE train = 1.1845211118046413
iter = 20 , loss = 0.7311161656944773 , RMSE train = 1.1845201270232713
iter = 30 , loss = 0.7018129240568929 , RMSE train = 1.1845201270322063
iter = 40 , loss = 0.7015464118440106 , RMSE train = 1.184520127032218
iter = 50 , loss = 0.701543987920122 , RMSE train = 1.184520127032218
iter = 60 , loss = 0.7015439658745557 , RMSE train = 1.184520127032218
iter = 70 , loss = 0.7015439656740513 , RMSE train = 1.184520127032218
iter = 80 , loss = 0.7015439656722278 , RMSE train = 1.184520127032218
iter = 90 , loss = 0.7015439656722111 , RMSE train = 1.184520127032218
iter = 100 , loss = 0.701543965672211 , RMSE train = 1.184520127032218
iter = 110 , loss = 0.701543965672211 , RMSE train = 1.184520127032218
iter = 120 , loss = 0.701543965672211 , RMSE train = 1.184520127032218
iter = 130 , loss = 0.701543965672211 , RMSE train = 1.184520127032218
iter = 140 , loss = 0.701543965672211 , RMSE train = 1.184520127032218
iter = 150 , loss = 0.701543965672211 , RMSE train = 1.184520127032218
iter = 160 , loss = 0.701543965672211 , RMSE train = 1.184520127032218
iter = 170 , loss = 0.701543965672211 , RMSE train = 1.184520127032218
iter = 180 , loss = 0.701543965672211 , RMSE train = 1.184520127032218
iter = 190 , loss = 0.701543965672211 , RMSE train = 1.184520127032218
iter = 200 , loss = 0.701543965672211 , RMSE train = 1.184520127032218

User-based MF, RMSE = 2.6220306777284574

################################################################################

K = 50, lam = .5, learning_rate = 0.1, max_iter = 250, user_based = 0

iter = 10 , loss = 217.9936989774563 , RMSE train = 2.4923658918490292
iter = 20 , loss = 129.30406259320966 , RMSE train = 1.4890011992833854
iter = 30 , loss = 77.50685968129177 , RMSE train = 1.2300008675057088
iter = 40 , loss = 46.66235615505802 , RMSE train = 1.1909875834689077
iter = 50 , loss = 28.216558107365397 , RMSE train = 1.1855368127113557
iter = 60 , loss = 17.17530379197086 , RMSE train = 1.1847150397751656
iter = 70 , loss = 10.564909577761734 , RMSE train = 1.184567614482932
iter = 80 , loss = 6.6070880248727075 , RMSE train = 1.184534065059943
iter = 90 , loss = 4.237406866701337 , RMSE train = 1.1845246523882138
iter = 100 , loss = 2.8185943754751603 , RMSE train = 1.1845216619751542
iter = 110 , loss = 1.9690998462985454 , RMSE train = 1.1845206564662774
iter = 120 , loss = 1.460476380898454 , RMSE train = 1.1845203107104305
iter = 130 , loss = 1.1559448144994116 , RMSE train = 1.1845201908588359
iter = 140 , loss = 0.973610542403381 , RMSE train = 1.1845201492114772
iter = 150 , loss = 0.8644402836822092 , RMSE train = 1.1845201347344807
iter = 160 , loss = 0.7990760164284625 , RMSE train = 1.184520129704589
iter = 170 , loss = 0.7599400131817033 , RMSE train = 1.1845201279584523
iter = 180 , loss = 0.736507840584934 , RMSE train = 1.184520127352877
iter = 190 , loss = 0.7224781319190285 , RMSE train = 1.184520127143095
iter = 200 , loss = 0.7140780261364263 , RMSE train = 1.1845201270705021

User-based MF, RMSE = 2.6220306777124596

