 
################################################################################
user-based = 1 ( ~ user-based)
################################################################################

K = 50, lam = .1, learning_rate = 0.75, max_iter = 300, user_based = 1

iter = 10 , loss = 24.08304724379804 , RMSE train = 1.6745440841262909
iter = 70 , loss = 0.9159107721419875 , RMSE train = 1.1870172058046875
iter = 80 , loss = 0.8014896115494021 , RMSE train = 1.1870283769978183
iter = 90 , loss = 0.7490044058146267 , RMSE train = 1.187031202452521
iter = 100 , loss = 0.7249288287992959 , RMSE train = 1.187031909346988
iter = 110 , loss = 0.713884668443072 , RMSE train = 1.1870320851217202
iter = 120 , loss = 0.708818135409505 , RMSE train = 1.1870321287096712
iter = 130 , loss = 0.7064937021280321 , RMSE train = 1.187032139516742
iter = 140 , loss = 0.705427209707098 , RMSE train = 1.1870321422012655
iter = 150 , loss = 0.7049378360249431 , RMSE train = 1.1870321428704826
iter = 160 , loss = 0.7047132539519361 , RMSE train = 1.187032143038105
iter = 170 , loss = 0.7046101742406812 , RMSE train = 1.1870321430803417
iter = 180 , loss = 0.7045628536425387 , RMSE train = 1.187032143091043
iter = 190 , loss = 0.7045411253409083 , RMSE train = 1.1870321430937874
iter = 200 , loss = 0.7045311454675036 , RMSE train = 1.1870321430944921
iter = 210 , loss = 0.7045265600347923 , RMSE train = 1.1870321430946718
iter = 220 , loss = 0.7045244522163026 , RMSE train = 1.1870321430947128
iter = 230 , loss = 0.704523482740518 , RMSE train = 1.1870321430947264
iter = 240 , loss = 0.704523036509536 , RMSE train = 1.1870321430947326
iter = 250 , loss = 0.7045228309260717 , RMSE train = 1.1870321430947322
iter = 260 , loss = 0.7045227360990891 , RMSE train = 1.1870321430947322
iter = 270 , loss = 0.7045226922936253 , RMSE train = 1.1870321430947322
iter = 280 , loss = 0.7045226720192661 , RMSE train = 1.1870321430947322
iter = 290 , loss = 0.7045226626134737 , RMSE train = 1.1870321430947322
iter = 300 , loss = 0.7045226582370442 , RMSE train = 1.1870321430947322

User-based MF, RMSE = 3.927702360096446


iter = 10 , loss = 23.76093127411125 , RMSE train = 1.4510027910349628
iter = 20 , loss = 11.003565196274085 , RMSE train = 1.1044802894906662
iter = 30 , loss = 5.361896616767782 , RMSE train = 1.091551181627459
iter = 40 , loss = 2.7827021989628347 , RMSE train = 1.092589430258095
iter = 50 , loss = 1.5999418763922106 , RMSE train = 1.09311231814619
iter = 60 , loss = 1.0574093407023712 , RMSE train = 1.093266077111271
iter = 70 , loss = 0.8085517200088599 , RMSE train = 1.0933070066841426
iter = 80 , loss = 0.6944037315782972 , RMSE train = 1.0933174717804124
iter = 90 , loss = 0.6420454436736747 , RMSE train = 1.0933200859747567
iter = 100 , loss = 0.6180289625765925 , RMSE train = 1.093320728937505
iter = 110 , loss = 0.6070124236021042 , RMSE train = 1.0933208853555754
iter = 120 , loss = 0.6019588724722001 , RMSE train = 1.093320923111702
iter = 130 , loss = 0.599640586567935 , RMSE train = 1.0933209321743416
iter = 140 , loss = 0.5985770336801379 , RMSE train = 1.0933209343410846
iter = 150 , loss = 0.5980890829771827 , RMSE train = 1.0933209348577448
iter = 160 , loss = 0.597865200123885 , RMSE train = 1.0933209349807393
iter = 170 , loss = 0.5977624700883174 , RMSE train = 1.0933209350099804
iter = 180 , loss = 0.5977153278711815 , RMSE train = 1.093320935016936
iter = 190 , loss = 0.5976936925455778 , RMSE train = 1.093320935018595
iter = 200 , loss = 0.5976837622213853 , RMSE train = 1.093320935018992
iter = 210 , loss = 0.5976792037777251 , RMSE train = 1.0933209350190878
iter = 220 , loss = 0.5976771109638246 , RMSE train = 1.093320935019109
iter = 230 , loss = 0.5976761499837029 , RMSE train = 1.0933209350191138
iter = 240 , loss = 0.5976757086385944 , RMSE train = 1.0933209350191144
iter = 250 , loss = 0.5976755059009743 , RMSE train = 1.0933209350191144
iter = 260 , loss = 0.5976754127480776 , RMSE train = 1.0933209350191144
iter = 270 , loss = 0.597675369934608 , RMSE train = 1.0933209350191144
iter = 280 , loss = 0.5976753502509852 , RMSE train = 1.0933209350191144
iter = 290 , loss = 0.5976753411980064 , RMSE train = 1.0933209350191144
iter = 300 , loss = 0.5976753370325338 , RMSE train = 1.0933209350191144

User-based MF, RMSE = 3.8351541852602278


User-based MF-5models, RMSE = 2.1597059723581666



